campaign_name,impressions,clicks,spend,date_start,dma
Prospecting | new markets | 4.11.22,617,39,4.99,4/30/22,Unknown
Prospecting | new markets | 4.11.22,7228,399,56.73,4/30/22,"Washington, DC (Hagrstwn)"
Prospecting | new markets | 4.11.22,833,50,6.23,4/30/22,Wilkes Barre-Scranton-Hztn
Prospecting | new markets | 4.11.22,8,1,0.09,4/30/22,Youngstown
Prospecting | Syracuse | 4.28.22,8281,313,75.15,4/30/22,Syracuse
Video Retargeting | US | 4.4.22,68,1,0.81,4/30/22,Albany-Schenectady-Troy
Video Retargeting | US | 4.4.22,100,1,1.13,4/30/22,Atlanta
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Augusta-Aiken
Video Retargeting | US | 4.4.22,13,0,0.1,4/30/22,Austin
Video Retargeting | US | 4.4.22,4,0,0.07,4/30/22,Baltimore
Video Retargeting | US | 4.4.22,3,0,0.01,4/30/22,Bangor
Video Retargeting | US | 4.4.22,51,0,0.59,4/30/22,Binghamton
Video Retargeting | US | 4.4.22,2,0,0.02,4/30/22,Birmingham (Ann And Tusc)
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Boise
Video Retargeting | US | 4.4.22,594,0,6.13,4/30/22,Boston (Manchester)
Video Retargeting | US | 4.4.22,1,0,0.02,4/30/22,Bowling Green
Video Retargeting | US | 4.4.22,112,1,1.25,4/30/22,Buffalo
Video Retargeting | US | 4.4.22,8,0,0.08,4/30/22,Burlington-Plattsburgh
Video Retargeting | US | 4.4.22,2,0,0.02,4/30/22,Cedar Rapids-Wtrlo-Iwc&Dub
Video Retargeting | US | 4.4.22,10,0,0.08,4/30/22,"Charleston, SC"
Video Retargeting | US | 4.4.22,49,1,0.52,4/30/22,Charlotte
Video Retargeting | US | 4.4.22,542,1,6.92,4/30/22,Chicago
Video Retargeting | US | 4.4.22,33,0,0.31,4/30/22,Cincinnati
Video Retargeting | US | 4.4.22,902,1,9.78,4/30/22,Cleveland-Akron (Canton)
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,"Columbia, SC"
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Columbus-Tupelo-W Pnt-Hstn
Video Retargeting | US | 4.4.22,1,0,0.0,4/30/22,"Columbus, GA (Opelika, Al)"
Video Retargeting | US | 4.4.22,69,0,0.66,4/30/22,"Columbus, OH"
Video Retargeting | US | 4.4.22,6,0,0.05,4/30/22,Corpus Christi
Video Retargeting | US | 4.4.22,28,0,0.29,4/30/22,Dallas-Ft. Worth
Video Retargeting | US | 4.4.22,6,0,0.12,4/30/22,Dayton
Video Retargeting | US | 4.4.22,43,1,0.54,4/30/22,Denver
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Des Moines-Ames
Video Retargeting | US | 4.4.22,237,0,2.41,4/30/22,Detroit
Video Retargeting | US | 4.4.22,4,0,0.05,4/30/22,Duluth-Superior
Video Retargeting | US | 4.4.22,6,0,0.09,4/30/22,El Paso (Las Cruces)
Video Retargeting | US | 4.4.22,2,0,0.02,4/30/22,Elmira (Corning)
Video Retargeting | US | 4.4.22,66,0,0.67,4/30/22,Erie
Video Retargeting | US | 4.4.22,37,0,0.4,4/30/22,Fargo-Valley City
Video Retargeting | US | 4.4.22,7,0,0.08,4/30/22,Ft. Myers-Naples
Video Retargeting | US | 4.4.22,3,0,0.05,4/30/22,Ft. Smith-Fay-Sprngdl-Rgrs
Video Retargeting | US | 4.4.22,2,0,0.02,4/30/22,Ft. Wayne
Video Retargeting | US | 4.4.22,206,0,2.29,4/30/22,Grand Rapids-Kalmzoo-B.Crk
Video Retargeting | US | 4.4.22,25,0,0.28,4/30/22,Green Bay-Appleton
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Greenville-N.Bern-Washngtn
Video Retargeting | US | 4.4.22,9,0,0.09,4/30/22,Greenvll-Spart-Ashevll-And
Video Retargeting | US | 4.4.22,3,0,0.04,4/30/22,Harrisburg-Lncstr-Leb-York
Video Retargeting | US | 4.4.22,4,0,0.06,4/30/22,Hartford & New Haven
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Honolulu
Video Retargeting | US | 4.4.22,31,0,0.28,4/30/22,Houston
Video Retargeting | US | 4.4.22,258,0,3.2,4/30/22,Indianapolis
Video Retargeting | US | 4.4.22,1,0,0.0,4/30/22,"Jackson, MS"
Video Retargeting | US | 4.4.22,105,0,1.11,4/30/22,Jacksonville
Video Retargeting | US | 4.4.22,11,0,0.11,4/30/22,Kansas City
Video Retargeting | US | 4.4.22,9,0,0.03,4/30/22,La Crosse-Eau Claire
Video Retargeting | US | 4.4.22,2,0,0.09,4/30/22,Laredo
Video Retargeting | US | 4.4.22,7,0,0.07,4/30/22,Las Vegas
Video Retargeting | US | 4.4.22,7,0,0.06,4/30/22,Little Rock-Pine Bluff
Video Retargeting | US | 4.4.22,10,0,0.09,4/30/22,Los Angeles
Video Retargeting | US | 4.4.22,2,0,0.01,4/30/22,Louisville
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Lubbock
Video Retargeting | US | 4.4.22,28,0,0.35,4/30/22,Madison
Video Retargeting | US | 4.4.22,2,0,0.02,4/30/22,Mankato
Video Retargeting | US | 4.4.22,8,0,0.06,4/30/22,Miami-Ft. Lauderdale
Video Retargeting | US | 4.4.22,219,0,2.4,4/30/22,Milwaukee
Video Retargeting | US | 4.4.22,1140,7,13.15,4/30/22,Minneapolis-St. Paul
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Minot-Bsmrck-Dcknsn(Wlstn)
Video Retargeting | US | 4.4.22,5,0,0.18,4/30/22,Missoula
Video Retargeting | US | 4.4.22,3,0,0.04,4/30/22,Mobile-Pensacola (Ft Walt)
Video Retargeting | US | 4.4.22,3,0,0.02,4/30/22,Monterey-Salinas
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Montgomery-Selma
Video Retargeting | US | 4.4.22,14,1,0.16,4/30/22,Nashville
Video Retargeting | US | 4.4.22,1,0,0.02,4/30/22,New Orleans
Video Retargeting | US | 4.4.22,107,0,1.21,4/30/22,New York
Video Retargeting | US | 4.4.22,1,0,0.0,4/30/22,Norfolk-Portsmth-Newpt Nws
Video Retargeting | US | 4.4.22,71,1,1.05,4/30/22,Orlando-Daytona Bch-Melbrn
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Palm Springs
Video Retargeting | US | 4.4.22,45,0,0.4,4/30/22,Philadelphia
Video Retargeting | US | 4.4.22,4,0,0.04,4/30/22,Phoenix (Prescott)
Video Retargeting | US | 4.4.22,31,0,0.39,4/30/22,Pittsburgh
Video Retargeting | US | 4.4.22,6,0,0.06,4/30/22,Portland-Auburn
Video Retargeting | US | 4.4.22,1,0,0.0,4/30/22,"Portland, OR"
Video Retargeting | US | 4.4.22,37,0,0.54,4/30/22,Providence-New Bedford
Video Retargeting | US | 4.4.22,127,0,1.54,4/30/22,Raleigh-Durham (Fayetvlle)
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Richmond-Petersburg
Video Retargeting | US | 4.4.22,352,0,4.02,4/30/22,"Rochester, NY"
Video Retargeting | US | 4.4.22,3,0,0.03,4/30/22,Rockford
Video Retargeting | US | 4.4.22,4,0,0.06,4/30/22,Salt Lake City
Video Retargeting | US | 4.4.22,4,0,0.02,4/30/22,San Antonio
Video Retargeting | US | 4.4.22,3,0,0.01,4/30/22,San Diego
Video Retargeting | US | 4.4.22,18,0,0.23,4/30/22,San Francisco-Oak-San Jose
Video Retargeting | US | 4.4.22,6,0,0.08,4/30/22,Savannah
Video Retargeting | US | 4.4.22,5,0,0.08,4/30/22,Seattle-Tacoma
Video Retargeting | US | 4.4.22,1,0,0.03,4/30/22,Sioux City
Video Retargeting | US | 4.4.22,1,0,0.02,4/30/22,Sioux Falls(Mitchell)
Video Retargeting | US | 4.4.22,3,0,0.1,4/30/22,South Bend-Elkhart
Video Retargeting | US | 4.4.22,1,0,0.0,4/30/22,Spokane
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,"Springfield, MO"
Video Retargeting | US | 4.4.22,8,0,0.06,4/30/22,St. Louis
Video Retargeting | US | 4.4.22,941,3,9.71,4/30/22,Syracuse
Video Retargeting | US | 4.4.22,68,0,0.8,4/30/22,Tampa-St. Pete (Sarasota)
Video Retargeting | US | 4.4.22,5,0,0.04,4/30/22,Toledo
Video Retargeting | US | 4.4.22,3,0,0.02,4/30/22,Traverse City-Cadillac
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,"Tri-Cities, TN-VA"
Video Retargeting | US | 4.4.22,1,0,0.01,4/30/22,Tulsa
Video Retargeting | US | 4.4.22,50,0,0.54,4/30/22,Unknown
Video Retargeting | US | 4.4.22,15,2,0.14,4/30/22,Utica
Video Retargeting | US | 4.4.22,22,0,0.26,4/30/22,"Washington, DC (Hagrstwn)"
Video Retargeting | US | 4.4.22,3,0,0.04,4/30/22,Watertown
Video Retargeting | US | 4.4.22,9,0,0.06,4/30/22,West Palm Beach-Ft. Pierce
Video Retargeting | US | 4.4.22,2,0,0.01,4/30/22,Wilkes Barre-Scranton-Hztn
Video Retargeting | US | 4.4.22,1,0,0.0,4/30/22,Wilmington
Video Retargeting | US | 4.4.22,2,0,0.01,4/30/22,Yakima-Pasco-Rchlnd-Knnwck
Video Retargeting | US | 4.4.22,4,0,0.05,4/30/22,Youngstown
Prospecting | new markets | 4.11.22,5073,317,40.15,4/29/22,Atlanta
Prospecting | new markets | 4.11.22,3068,221,24.68,4/29/22,Baltimore
Prospecting | new markets | 4.11.22,1034,63,7.73,4/29/22,Baton Rouge
Prospecting | new markets | 4.11.22,4600,288,36.86,4/29/22,Boston (Manchester)
Prospecting | new markets | 4.11.22,2296,145,16.45,4/29/22,Buffalo
Prospecting | new markets | 4.11.22,619,31,4.82,4/29/22,"Charleston, SC"
Prospecting | new markets | 4.11.22,11118,754,90.65,4/29/22,Chicago
Prospecting | new markets | 4.11.22,2575,185,19.91,4/29/22,Cincinnati
Prospecting | new markets | 4.11.22,4147,275,33.32,4/29/22,Cleveland-Akron (Canton)
Prospecting | new markets | 4.11.22,4405,280,32.76,4/29/22,"Columbus, OH"
Prospecting | new markets | 4.11.22,2761,183,24.14,4/29/22,Dallas-Ft. Worth
Prospecting | new markets | 4.11.22,1058,78,8.53,4/29/22,Des Moines-Ames
Prospecting | new markets | 4.11.22,5538,419,45.5,4/29/22,Detroit
Prospecting | new markets | 4.11.22,1454,124,11.98,4/29/22,Grand Rapids-Kalmzoo-B.Crk
Prospecting | new markets | 4.11.22,871,72,6.85,4/29/22,Greensboro-H.Point-W.Salem
Prospecting | new markets | 4.11.22,71,1,0.54,4/29/22,Hartford & New Haven
Prospecting | new markets | 4.11.22,3289,216,28.8,4/29/22,Houston
Prospecting | new markets | 4.11.22,4269,259,32.74,4/29/22,Indianapolis
Prospecting | new markets | 4.11.22,1288,93,11.23,4/29/22,Jacksonville
Prospecting | new markets | 4.11.22,2641,178,21.72,4/29/22,Kansas City
Prospecting | new markets | 4.11.22,62,2,0.48,4/29/22,Lansing
Prospecting | new markets | 4.11.22,2817,188,20.83,4/29/22,Louisville
Prospecting | new markets | 4.11.22,2082,136,16.14,4/29/22,Madison
Prospecting | new markets | 4.11.22,1193,84,10.12,4/29/22,Miami-Ft. Lauderdale
Prospecting | new markets | 4.11.22,3413,231,27.82,4/29/22,Milwaukee
Prospecting | new markets | 4.11.22,4408,346,37.78,4/29/22,Minneapolis-St. Paul
Prospecting | new markets | 4.11.22,1785,133,14.01,4/29/22,New Orleans
Prospecting | new markets | 4.11.22,8609,554,74.1,4/29/22,New York
Prospecting | new markets | 4.11.22,2346,166,17.96,4/29/22,Omaha
Prospecting | new markets | 4.11.22,1106,87,9.73,4/29/22,Orlando-Daytona Bch-Melbrn
Prospecting | new markets | 4.11.22,2276,155,20.42,4/29/22,"Portland, OR"
Prospecting | new markets | 4.11.22,150,3,1.06,4/29/22,Providence-New Bedford
Prospecting | new markets | 4.11.22,1062,63,9.12,4/29/22,Raleigh-Durham (Fayetvlle)
Prospecting | new markets | 4.11.22,1120,78,9.17,4/29/22,Richmond-Petersburg
Prospecting | new markets | 4.11.22,1221,99,9.19,4/29/22,"Rochester, NY"
Prospecting | new markets | 4.11.22,1494,87,12.26,4/29/22,San Antonio
Prospecting | new markets | 4.11.22,885,79,7.84,4/29/22,Spokane
Prospecting | new markets | 4.11.22,37,1,0.33,4/29/22,Springfield-Holyoke
Prospecting | new markets | 4.11.22,2851,171,23.28,4/29/22,St. Louis
Prospecting | new markets | 4.11.22,1288,94,12.21,4/29/22,Tampa-St. Pete (Sarasota)
Prospecting | new markets | 4.11.22,96,3,0.62,4/29/22,Toledo
Prospecting | new markets | 4.11.22,529,29,4.34,4/29/22,Unknown
Prospecting | new markets | 4.11.22,6289,389,50.5,4/29/22,"Washington, DC (Hagrstwn)"
Prospecting | new markets | 4.11.22,889,63,7.01,4/29/22,Wilkes Barre-Scranton-Hztn
Prospecting | new markets | 4.11.22,12,2,0.09,4/29/22,Youngstown
Prospecting | Syracuse | 4.28.22,7542,404,73.88,4/29/22,Syracuse
Video Retargeting | US | 4.4.22,82,0,0.92,4/29/22,Albany-Schenectady-Troy
Video Retargeting | US | 4.4.22,2,0,0.03,4/29/22,Anchorage
Video Retargeting | US | 4.4.22,104,0,1.24,4/29/22,Atlanta
Video Retargeting | US | 4.4.22,19,0,0.22,4/29/22,Austin
Video Retargeting | US | 4.4.22,13,0,0.1,4/29/22,Baltimore
Video Retargeting | US | 4.4.22,2,0,0.01,4/29/22,Billings
Video Retargeting | US | 4.4.22,43,0,0.33,4/29/22,Binghamton
Video Retargeting | US | 4.4.22,4,0,0.02,4/29/22,Birmingham (Ann And Tusc)
Video Retargeting | US | 4.4.22,530,1,5.42,4/29/22,Boston (Manchester)
Video Retargeting | US | 4.4.22,109,1,1.18,4/29/22,Buffalo
Video Retargeting | US | 4.4.22,9,0,0.11,4/29/22,Burlington-Plattsburgh
Video Retargeting | US | 4.4.22,1,0,0.0,4/29/22,Cedar Rapids-Wtrlo-Iwc&Dub
Video Retargeting | US | 4.4.22,8,0,0.04,4/29/22,"Charleston, SC"
Video Retargeting | US | 4.4.22,36,0,0.39,4/29/22,Charlotte
Video Retargeting | US | 4.4.22,1,0,0.0,4/29/22,Charlottesville
Video Retargeting | US | 4.4.22,517,3,5.93,4/29/22,Chicago
Video Retargeting | US | 4.4.22,24,0,0.36,4/29/22,Cincinnati
Video Retargeting | US | 4.4.22,851,1,9.76,4/29/22,Cleveland-Akron (Canton)
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,"Columbia, SC"
Video Retargeting | US | 4.4.22,2,0,0.0,4/29/22,"Columbus, GA (Opelika, Al)"
Video Retargeting | US | 4.4.22,64,0,0.81,4/29/22,"Columbus, OH"
Video Retargeting | US | 4.4.22,9,0,0.07,4/29/22,Corpus Christi
Video Retargeting | US | 4.4.22,28,0,0.28,4/29/22,Dallas-Ft. Worth
Video Retargeting | US | 4.4.22,5,0,0.07,4/29/22,Dayton
Video Retargeting | US | 4.4.22,37,0,0.38,4/29/22,Denver
Video Retargeting | US | 4.4.22,231,1,2.21,4/29/22,Detroit
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Duluth-Superior
Video Retargeting | US | 4.4.22,7,0,0.1,4/29/22,El Paso (Las Cruces)
Video Retargeting | US | 4.4.22,4,0,0.02,4/29/22,Elmira (Corning)
Video Retargeting | US | 4.4.22,67,0,0.56,4/29/22,Erie
Video Retargeting | US | 4.4.22,53,0,0.57,4/29/22,Fargo-Valley City
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Flint-Saginaw-Bay City
Video Retargeting | US | 4.4.22,3,0,0.02,4/29/22,Ft. Myers-Naples
Video Retargeting | US | 4.4.22,1,0,0.0,4/29/22,Ft. Smith-Fay-Sprngdl-Rgrs
Video Retargeting | US | 4.4.22,2,0,0.04,4/29/22,Ft. Wayne
Video Retargeting | US | 4.4.22,175,0,1.91,4/29/22,Grand Rapids-Kalmzoo-B.Crk
Video Retargeting | US | 4.4.22,23,0,0.15,4/29/22,Green Bay-Appleton
Video Retargeting | US | 4.4.22,4,0,0.04,4/29/22,Greensboro-H.Point-W.Salem
Video Retargeting | US | 4.4.22,2,0,0.03,4/29/22,Greenville-N.Bern-Washngtn
Video Retargeting | US | 4.4.22,8,0,0.07,4/29/22,Greenvll-Spart-Ashevll-And
Video Retargeting | US | 4.4.22,2,0,0.02,4/29/22,Harrisburg-Lncstr-Leb-York
Video Retargeting | US | 4.4.22,5,0,0.1,4/29/22,Hartford & New Haven
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Honolulu
Video Retargeting | US | 4.4.22,31,0,0.33,4/29/22,Houston
Video Retargeting | US | 4.4.22,244,3,2.95,4/29/22,Indianapolis
Video Retargeting | US | 4.4.22,123,0,1.23,4/29/22,Jacksonville
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Johnstown-Altoona-St Colge
Video Retargeting | US | 4.4.22,17,0,0.15,4/29/22,Kansas City
Video Retargeting | US | 4.4.22,14,0,0.15,4/29/22,La Crosse-Eau Claire
Video Retargeting | US | 4.4.22,17,0,0.16,4/29/22,Las Vegas
Video Retargeting | US | 4.4.22,4,0,0.04,4/29/22,Little Rock-Pine Bluff
Video Retargeting | US | 4.4.22,9,0,0.08,4/29/22,Los Angeles
Video Retargeting | US | 4.4.22,2,0,0.02,4/29/22,Louisville
Video Retargeting | US | 4.4.22,1,0,0.02,4/29/22,Lubbock
Video Retargeting | US | 4.4.22,31,0,0.3,4/29/22,Madison
Video Retargeting | US | 4.4.22,3,0,0.02,4/29/22,Mankato
Video Retargeting | US | 4.4.22,10,0,0.08,4/29/22,Miami-Ft. Lauderdale
Video Retargeting | US | 4.4.22,212,0,2.61,4/29/22,Milwaukee
Video Retargeting | US | 4.4.22,1140,1,12.37,4/29/22,Minneapolis-St. Paul
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Minot-Bsmrck-Dcknsn(Wlstn)
Video Retargeting | US | 4.4.22,6,0,0.2,4/29/22,Missoula
Video Retargeting | US | 4.4.22,1,0,0.03,4/29/22,Mobile-Pensacola (Ft Walt)
Video Retargeting | US | 4.4.22,2,0,0.02,4/29/22,Monterey-Salinas
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Montgomery-Selma
Video Retargeting | US | 4.4.22,2,0,0.02,4/29/22,Myrtle Beach-Florence
Video Retargeting | US | 4.4.22,38,0,0.45,4/29/22,Nashville
Video Retargeting | US | 4.4.22,88,0,0.88,4/29/22,New York
Video Retargeting | US | 4.4.22,2,0,0.02,4/29/22,Norfolk-Portsmth-Newpt Nws
Video Retargeting | US | 4.4.22,2,0,0.0,4/29/22,Oklahoma City
Video Retargeting | US | 4.4.22,52,0,0.76,4/29/22,Orlando-Daytona Bch-Melbrn
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Palm Springs
Video Retargeting | US | 4.4.22,47,0,0.39,4/29/22,Philadelphia
Video Retargeting | US | 4.4.22,4,0,0.06,4/29/22,Phoenix (Prescott)
Video Retargeting | US | 4.4.22,28,0,0.41,4/29/22,Pittsburgh
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Portland-Auburn
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,"Portland, OR"
Video Retargeting | US | 4.4.22,44,0,0.4,4/29/22,Providence-New Bedford
Video Retargeting | US | 4.4.22,128,0,1.64,4/29/22,Raleigh-Durham (Fayetvlle)
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Reno
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Richmond-Petersburg
Video Retargeting | US | 4.4.22,2,0,0.03,4/29/22,Rochester-Mason City-Austin
Video Retargeting | US | 4.4.22,365,0,3.71,4/29/22,"Rochester, NY"
Video Retargeting | US | 4.4.22,4,0,0.02,4/29/22,Rockford
Video Retargeting | US | 4.4.22,8,0,0.11,4/29/22,Salt Lake City
Video Retargeting | US | 4.4.22,6,0,0.08,4/29/22,San Antonio
Video Retargeting | US | 4.4.22,2,0,0.04,4/29/22,San Diego
Video Retargeting | US | 4.4.22,18,0,0.18,4/29/22,San Francisco-Oak-San Jose
Video Retargeting | US | 4.4.22,3,0,0.03,4/29/22,Savannah
Video Retargeting | US | 4.4.22,8,0,0.1,4/29/22,Seattle-Tacoma
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Sherman-Ada
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,South Bend-Elkhart
Video Retargeting | US | 4.4.22,7,0,0.05,4/29/22,St. Louis
Video Retargeting | US | 4.4.22,913,3,9.37,4/29/22,Syracuse
Video Retargeting | US | 4.4.22,62,0,0.57,4/29/22,Tampa-St. Pete (Sarasota)
Video Retargeting | US | 4.4.22,7,0,0.05,4/29/22,Toledo
Video Retargeting | US | 4.4.22,2,0,0.01,4/29/22,Traverse City-Cadillac
Video Retargeting | US | 4.4.22,1,0,0.0,4/29/22,"Tri-Cities, TN-VA"
Video Retargeting | US | 4.4.22,3,0,0.02,4/29/22,Tulsa
Video Retargeting | US | 4.4.22,50,0,0.41,4/29/22,Unknown
Video Retargeting | US | 4.4.22,16,0,0.12,4/29/22,Utica
Video Retargeting | US | 4.4.22,19,0,0.22,4/29/22,"Washington, DC (Hagrstwn)"
Video Retargeting | US | 4.4.22,2,1,0.04,4/29/22,Watertown
Video Retargeting | US | 4.4.22,1,0,0.01,4/29/22,Wausau-Rhinelander
Video Retargeting | US | 4.4.22,15,0,0.12,4/29/22,West Palm Beach-Ft. Pierce
Video Retargeting | US | 4.4.22,2,0,0.01,4/29/22,Wilkes Barre-Scranton-Hztn
Video Retargeting | US | 4.4.22,2,0,0.01,4/29/22,Wilmington
Video Retargeting | US | 4.4.22,2,0,0.02,4/29/22,Yakima-Pasco-Rchlnd-Knnwck
Video Retargeting | US | 4.4.22,4,0,0.03,4/29/22,Youngstown
Prospecting | new markets | 4.11.22,4323,296,35.75,4/28/22,Atlanta
Prospecting | new markets | 4.11.22,3104,270,25.07,4/28/22,Baltimore
Prospecting | new markets | 4.11.22,824,55,6.63,4/28/22,Baton Rouge
Prospecting | new markets | 4.11.22,4006,308,32.61,4/28/22,Boston (Manchester)
Prospecting | new markets | 4.11.22,2128,165,16.23,4/28/22,Buffalo
Prospecting | new markets | 4.11.22,533,37,4.89,4/28/22,"Charleston, SC"
Prospecting | new markets | 4.11.22,10212,777,86.54,4/28/22,Chicago
Prospecting | new markets | 4.11.22,2113,175,17.28,4/28/22,Cincinnati
Prospecting | new markets | 4.11.22,3624,322,30.68,4/28/22,Cleveland-Akron (Canton)
Prospecting | new markets | 4.11.22,3762,321,30.98,4/28/22,"Columbus, OH"
Prospecting | new markets | 4.11.22,2618,198,22.96,4/28/22,Dallas-Ft. Worth
Prospecting | new markets | 4.11.22,859,72,7.55,4/28/22,Des Moines-Ames
Prospecting | new markets | 4.11.22,5734,560,50.84,4/28/22,Detroit
Prospecting | new markets | 4.11.22,1504,133,13.57,4/28/22,Grand Rapids-Kalmzoo-B.Crk
Prospecting | new markets | 4.11.22,776,60,7.2,4/28/22,Greensboro-H.Point-W.Salem
Prospecting | new markets | 4.11.22,79,6,0.57,4/28/22,Hartford & New Haven
Prospecting | new markets | 4.11.22,2958,224,26.4,4/28/22,Houston
Prospecting | new markets | 4.11.22,3626,274,28.4,4/28/22,Indianapolis
Prospecting | new markets | 4.11.22,1215,107,10.85,4/28/22,Jacksonville
Prospecting | new markets | 4.11.22,2273,214,20.31,4/28/22,Kansas City
Prospecting | new markets | 4.11.22,45,4,0.4,4/28/22,Lansing
Prospecting | new markets | 4.11.22,2104,166,16.29,4/28/22,Louisville
Prospecting | new markets | 4.11.22,2170,209,19.65,4/28/22,Madison
Prospecting | new markets | 4.11.22,1126,76,10.26,4/28/22,Miami-Ft. Lauderdale
Prospecting | new markets | 4.11.22,3316,273,28.81,4/28/22,Milwaukee
Prospecting | new markets | 4.11.22,3421,280,30.8,4/28/22,Minneapolis-St. Paul
Prospecting | new markets | 4.11.22,1481,108,11.92,4/28/22,New Orleans
Prospecting | new markets | 4.11.22,8499,668,75.41,4/28/22,New York
Prospecting | new markets | 4.11.22,2167,199,18.21,4/28/22,Omaha
Prospecting | new markets | 4.11.22,1136,86,10.43,4/28/22,Orlando-Daytona Bch-Melbrn
Prospecting | new markets | 4.11.22,2187,168,21.0,4/28/22,"Portland, OR"
Prospecting | new markets | 4.11.22,185,11,1.51,4/28/22,Providence-New Bedford
Prospecting | new markets | 4.11.22,980,74,9.35,4/28/22,Raleigh-Durham (Fayetvlle)
Prospecting | new markets | 4.11.22,1042,81,8.29,4/28/22,Richmond-Petersburg
Prospecting | new markets | 4.11.22,1140,95,8.82,4/28/22,"Rochester, NY"
Prospecting | new markets | 4.11.22,1449,89,12.77,4/28/22,San Antonio
Prospecting | new markets | 4.11.22,1133,104,11.32,4/28/22,Spokane
Prospecting | new markets | 4.11.22,42,4,0.35,4/28/22,Springfield-Holyoke
Prospecting | new markets | 4.11.22,2493,205,21.72,4/28/22,St. Louis
Prospecting | new markets | 4.11.22,1395,135,13.57,4/28/22,Tampa-St. Pete (Sarasota)
Prospecting | new markets | 4.11.22,81,5,0.64,4/28/22,Toledo
Prospecting | new markets | 4.11.22,506,38,4.7,4/28/22,Unknown
Prospecting | new markets | 4.11.22,5874,427,48.0,4/28/22,"Washington, DC (Hagrstwn)"
Prospecting | new markets | 4.11.22,984,71,8.45,4/28/22,Wilkes Barre-Scranton-Hztn
Prospecting | new markets | 4.11.22,4,0,0.02,4/28/22,Youngstown
Prospecting | Syracuse | 4.28.22,3495,179,35.87,4/28/22,Syracuse
Video Retargeting | US | 4.4.22,69,0,0.75,4/28/22,Albany-Schenectady-Troy
Video Retargeting | US | 4.4.22,1,0,0.01,4/28/22,Albuquerque-Santa Fe
Video Retargeting | US | 4.4.22,89,3,1.13,4/28/22,Atlanta
Video Retargeting | US | 4.4.22,14,0,0.17,4/28/22,Austin
Video Retargeting | US | 4.4.22,9,0,0.14,4/28/22,Baltimore
Video Retargeting | US | 4.4.22,2,0,0.01,4/28/22,Billings
Video Retargeting | US | 4.4.22,44,0,0.47,4/28/22,Binghamton
Video Retargeting | US | 4.4.22,4,0,0.02,4/28/22,Birmingham (Ann And Tusc)
Video Retargeting | US | 4.4.22,546,2,5.88,4/28/22,Boston (Manchester)
Video Retargeting | US | 4.4.22,1,0,0.01,4/28/22,Bowling Green
Video Retargeting | US | 4.4.22,114,0,1.14,4/28/22,Buffalo
Video Retargeting | US | 4.4.22,7,0,0.05,4/28/22,Burlington-Plattsburgh
Video Retargeting | US | 4.4.22,1,0,0.01,4/28/22,Casper-Riverton
Video Retargeting | US | 4.4.22,2,0,0.01,4/28/22,Cedar Rapids-Wtrlo-Iwc&Dub
Video Retargeting | US | 4.4.22,7,0,0.07,4/28/22,"Charleston, SC"
Video Retargeting | US | 4.4.22,43,0,0.46,4/28/22,Charlotte
Video Retargeting | US | 4.4.22,556,2,6.4,4/28/22,Chicago
Video Retargeting | US | 4.4.22,31,0,0.29,4/28/22,Cincinnati
Video Retargeting | US | 4.4.22,874,2,9.96,4/28/22,Cleveland-Akron (Canton)
Video Retargeting | US | 4.4.22,1,0,0.0,4/28/22,"Columbia, SC"
Video Retargeting | US | 4.4.22,1,0,0.01,4/28/22,"Columbus, GA (Opelika, Al)"
Video Retargeting | US | 4.4.22,66,0,0.76,4/28/22,"Columbus, OH"
Video Retargeting | US | 4.4.22,8,0,0.06,4/28/22,Corpus Christi
Video Retargeting | US | 4.4.22,31,0,0.37,4/28/22,Dallas-Ft. Worth
