campaign_name,impressions,clicks,spend,date_start,dma
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Anchorage
Static Retargeting | US | 6.22.22,8,0,0.02,7/4/22,Atlanta
Static Retargeting | US | 6.22.22,4,0,0.03,7/4/22,Austin
Static Retargeting | US | 6.22.22,8,0,0.03,7/4/22,Baltimore
Static Retargeting | US | 6.22.22,4,0,0.01,7/4/22,Baton Rouge
Static Retargeting | US | 6.22.22,12,0,0.1,7/4/22,Birmingham (Ann And Tusc)
Static Retargeting | US | 6.22.22,17,0,0.06,7/4/22,Boston (Manchester)
Static Retargeting | US | 6.22.22,7,0,0.0,7/4/22,Buffalo
Static Retargeting | US | 6.22.22,6,0,0.01,7/4/22,Charleston-Huntington
Static Retargeting | US | 6.22.22,110,1,0.46,7/4/22,"Charleston, SC"
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Charlotte
Static Retargeting | US | 6.22.22,39,0,0.21,7/4/22,Chicago
Static Retargeting | US | 6.22.22,4,0,0.01,7/4/22,Cincinnati
Static Retargeting | US | 6.22.22,28,0,0.1,7/4/22,Cleveland-Akron (Canton)
Static Retargeting | US | 6.22.22,8,0,0.01,7/4/22,"Columbia, SC"
Static Retargeting | US | 6.22.22,1,0,0.01,7/4/22,"Columbus, GA (Opelika, Al)"
Static Retargeting | US | 6.22.22,10,0,0.03,7/4/22,"Columbus, OH"
Static Retargeting | US | 6.22.22,12,0,0.1,7/4/22,Dallas-Ft. Worth
Static Retargeting | US | 6.22.22,4,0,0.03,7/4/22,Davenport-R.Island-Moline
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Dayton
Static Retargeting | US | 6.22.22,2,0,0.01,7/4/22,Denver
Static Retargeting | US | 6.22.22,85,3,0.45,7/4/22,Des Moines-Ames
Static Retargeting | US | 6.22.22,14,0,0.05,7/4/22,Detroit
Static Retargeting | US | 6.22.22,1,0,0.01,7/4/22,Duluth-Superior
Static Retargeting | US | 6.22.22,3,0,0.0,7/4/22,El Paso (Las Cruces)
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Evansville
Static Retargeting | US | 6.22.22,2,0,0.0,7/4/22,Fresno-Visalia
Static Retargeting | US | 6.22.22,2,0,0.01,7/4/22,Ft. Myers-Naples
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Ft. Smith-Fay-Sprngdl-Rgrs
Static Retargeting | US | 6.22.22,2,0,0.0,7/4/22,Ft. Wayne
Static Retargeting | US | 6.22.22,2,0,0.01,7/4/22,Grand Rapids-Kalmzoo-B.Crk
Static Retargeting | US | 6.22.22,8,0,0.1,7/4/22,Greensboro-H.Point-W.Salem
Static Retargeting | US | 6.22.22,2,0,0.01,7/4/22,Greenville-N.Bern-Washngtn
Static Retargeting | US | 6.22.22,6,0,0.05,7/4/22,Greenvll-Spart-Ashevll-And
Static Retargeting | US | 6.22.22,14,0,0.03,7/4/22,Harlingen-Wslco-Brnsvl-Mca
Static Retargeting | US | 6.22.22,2,0,0.02,7/4/22,Harrisburg-Lncstr-Leb-York
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Harrisonburg
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Hattiesburg-Laurel
Static Retargeting | US | 6.22.22,3,0,0.04,7/4/22,Honolulu
Static Retargeting | US | 6.22.22,1476,12,8.29,7/4/22,Houston
Static Retargeting | US | 6.22.22,2,0,0.0,7/4/22,Indianapolis
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Johnstown-Altoona-St Colge
Static Retargeting | US | 6.22.22,4,0,0.0,7/4/22,Kansas City
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,"Lafayette, LA"
Static Retargeting | US | 6.22.22,2,0,0.02,7/4/22,Lansing
Static Retargeting | US | 6.22.22,4,0,0.01,7/4/22,Laredo
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Lexington
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Little Rock-Pine Bluff
Static Retargeting | US | 6.22.22,3,0,0.01,7/4/22,Los Angeles
Static Retargeting | US | 6.22.22,4,0,0.02,7/4/22,Louisville
Static Retargeting | US | 6.22.22,5,0,0.01,7/4/22,Madison
Static Retargeting | US | 6.22.22,3,0,0.01,7/4/22,Memphis
Static Retargeting | US | 6.22.22,5,0,0.03,7/4/22,Miami-Ft. Lauderdale
Static Retargeting | US | 6.22.22,15,0,0.07,7/4/22,Milwaukee
Static Retargeting | US | 6.22.22,11,0,0.08,7/4/22,Minneapolis-St. Paul
Static Retargeting | US | 6.22.22,1,0,0.01,7/4/22,Monroe-El Dorado
Static Retargeting | US | 6.22.22,13,0,0.03,7/4/22,Myrtle Beach-Florence
Static Retargeting | US | 6.22.22,513,4,2.43,7/4/22,New Orleans
Static Retargeting | US | 6.22.22,514,4,2.43,7/4/22,New Orleans
Static Retargeting | US | 6.22.22,29,0,0.14,7/4/22,New York
Static Retargeting | US | 6.22.22,1370,8,6.67,7/4/22,Norfolk-Portsmth-Newpt Nws
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Oklahoma City
Static Retargeting | US | 6.22.22,7,0,0.02,7/4/22,Omaha
Static Retargeting | US | 6.22.22,3,0,0.01,7/4/22,Orlando-Daytona Bch-Melbrn
Static Retargeting | US | 6.22.22,3,0,0.03,7/4/22,Philadelphia
Static Retargeting | US | 6.22.22,4,0,0.0,7/4/22,Phoenix (Prescott)
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Pittsburgh
Static Retargeting | US | 6.22.22,4,0,0.02,7/4/22,"Portland, OR"
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Providence-New Bedford
Static Retargeting | US | 6.22.22,21,0,0.07,7/4/22,Raleigh-Durham (Fayetvlle)
Static Retargeting | US | 6.22.22,904,4,5.15,7/4/22,Richmond-Petersburg
Static Retargeting | US | 6.22.22,5,0,0.04,7/4/22,Roanoke-Lynchburg
Static Retargeting | US | 6.22.22,9,0,0.05,7/4/22,"Rochester, NY"
Static Retargeting | US | 6.22.22,1,0,0.01,7/4/22,Sacramnto-Stkton-Modesto
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,San Angelo
Static Retargeting | US | 6.22.22,4,0,0.04,7/4/22,San Antonio
Static Retargeting | US | 6.22.22,4,0,0.03,7/4/22,San Diego
Static Retargeting | US | 6.22.22,2,0,0.01,7/4/22,Shreveport
Static Retargeting | US | 6.22.22,2,0,0.0,7/4/22,Spokane
Static Retargeting | US | 6.22.22,2,0,0.02,7/4/22,St. Louis
Static Retargeting | US | 6.22.22,23,0,0.07,7/4/22,Syracuse
Static Retargeting | US | 6.22.22,4,0,0.03,7/4/22,"Tri-Cities, TN-VA"
Static Retargeting | US | 6.22.22,4,0,0.01,7/4/22,Tyler-Longview(Lfkn&Ncgd)
Static Retargeting | US | 6.22.22,21,0,0.14,7/4/22,Unknown
Static Retargeting | US | 6.22.22,7,0,0.03,7/4/22,Waco-Temple-Bryan
Static Retargeting | US | 6.22.22,48,0,0.15,7/4/22,"Washington, DC (Hagrstwn)"
Static Retargeting | US | 6.22.22,1,0,0.0,7/4/22,Watertown
Static Retargeting | US | 6.22.22,2,0,0.01,7/4/22,Wausau-Rhinelander
Static Retargeting | US | 6.22.22,8,0,0.06,7/4/22,Wichita-Hutchinson Plus
Static Retargeting | US | 6.22.22,5,0,0.0,7/4/22,Wilkes Barre-Scranton-Hztn
Engagement | New Markets | July 1,4933,47,110.13,7/3/22,Norfolk-Portsmth-Newpt Nws
Engagement | New Markets | July 1,3264,34,72.67,7/3/22,Richmond-Petersburg
Engagement | New Markets | July 1,509,6,11.45,7/3/22,Unknown
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,Albany-Schenectady-Troy
Static Retargeting | US | 6.22.22,13,0,0.04,7/3/22,Atlanta
Static Retargeting | US | 6.22.22,3,0,0.02,7/3/22,Austin
Static Retargeting | US | 6.22.22,7,0,0.02,7/3/22,Baltimore
Static Retargeting | US | 6.22.22,6,0,0.05,7/3/22,Baton Rouge
Static Retargeting | US | 6.22.22,2,0,0.02,7/3/22,Beaumont-Port Arthur
Static Retargeting | US | 6.22.22,2,0,0.03,7/3/22,Biloxi-Gulfport
Static Retargeting | US | 6.22.22,4,0,0.04,7/3/22,Birmingham (Ann And Tusc)
Static Retargeting | US | 6.22.22,15,1,0.04,7/3/22,Boston (Manchester)
Static Retargeting | US | 6.22.22,3,0,0.01,7/3/22,Buffalo
Static Retargeting | US | 6.22.22,3,0,0.04,7/3/22,Charleston-Huntington
Static Retargeting | US | 6.22.22,121,0,0.6,7/3/22,"Charleston, SC"
Static Retargeting | US | 6.22.22,7,0,0.06,7/3/22,Charlotte
Static Retargeting | US | 6.22.22,27,0,0.18,7/3/22,Chicago
Static Retargeting | US | 6.22.22,5,0,0.02,7/3/22,Cincinnati
Static Retargeting | US | 6.22.22,21,0,0.08,7/3/22,Cleveland-Akron (Canton)
Static Retargeting | US | 6.22.22,6,0,0.03,7/3/22,"Columbia, SC"
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,"Columbus, GA (Opelika, Al)"
Static Retargeting | US | 6.22.22,11,0,0.08,7/3/22,"Columbus, OH"
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,Corpus Christi
Static Retargeting | US | 6.22.22,14,1,0.23,7/3/22,Dallas-Ft. Worth
Static Retargeting | US | 6.22.22,3,0,0.03,7/3/22,Davenport-R.Island-Moline
Static Retargeting | US | 6.22.22,5,0,0.0,7/3/22,Denver
Static Retargeting | US | 6.22.22,67,0,0.28,7/3/22,Des Moines-Ames
Static Retargeting | US | 6.22.22,10,0,0.03,7/3/22,Detroit
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Duluth-Superior
Static Retargeting | US | 6.22.22,4,0,0.0,7/3/22,El Paso (Las Cruces)
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,Erie
Static Retargeting | US | 6.22.22,2,0,0.01,7/3/22,Fresno-Visalia
Static Retargeting | US | 6.22.22,3,0,0.01,7/3/22,Ft. Wayne
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Grand Rapids-Kalmzoo-B.Crk
Static Retargeting | US | 6.22.22,4,0,0.02,7/3/22,Greensboro-H.Point-W.Salem
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,Greenville-N.Bern-Washngtn
Static Retargeting | US | 6.22.22,6,0,0.05,7/3/22,Greenvll-Spart-Ashevll-And
Static Retargeting | US | 6.22.22,12,0,0.07,7/3/22,Harlingen-Wslco-Brnsvl-Mca
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Harrisburg-Lncstr-Leb-York
Static Retargeting | US | 6.22.22,2,0,0.04,7/3/22,Honolulu
Static Retargeting | US | 6.22.22,1498,7,9.18,7/3/22,Houston
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Huntsville-Decatur (Flor)
Static Retargeting | US | 6.22.22,5,0,0.04,7/3/22,Indianapolis
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Jacksonville
Static Retargeting | US | 6.22.22,2,0,0.0,7/3/22,Kansas City
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,"Lafayette, LA"
Static Retargeting | US | 6.22.22,3,0,0.02,7/3/22,Lansing
Static Retargeting | US | 6.22.22,6,0,0.04,7/3/22,Laredo
Static Retargeting | US | 6.22.22,4,0,0.01,7/3/22,Los Angeles
Static Retargeting | US | 6.22.22,4,0,0.02,7/3/22,Louisville
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Lubbock
Static Retargeting | US | 6.22.22,5,0,0.02,7/3/22,Madison
Static Retargeting | US | 6.22.22,3,0,0.0,7/3/22,Miami-Ft. Lauderdale
Static Retargeting | US | 6.22.22,15,0,0.07,7/3/22,Milwaukee
Static Retargeting | US | 6.22.22,14,0,0.13,7/3/22,Minneapolis-St. Paul
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,Monroe-El Dorado
Static Retargeting | US | 6.22.22,10,0,0.04,7/3/22,Myrtle Beach-Florence
Static Retargeting | US | 6.22.22,537,0,2.84,7/3/22,New Orleans
Static Retargeting | US | 6.22.22,29,0,0.22,7/3/22,New York
Static Retargeting | US | 6.22.22,1149,7,6.51,7/3/22,Norfolk-Portsmth-Newpt Nws
Static Retargeting | US | 6.22.22,8,0,0.01,7/3/22,Omaha
Static Retargeting | US | 6.22.22,6,0,0.07,7/3/22,Orlando-Daytona Bch-Melbrn
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,Panama City
Static Retargeting | US | 6.22.22,3,0,0.02,7/3/22,Philadelphia
Static Retargeting | US | 6.22.22,5,0,0.02,7/3/22,Phoenix (Prescott)
Static Retargeting | US | 6.22.22,2,0,0.02,7/3/22,"Portland, OR"
Static Retargeting | US | 6.22.22,2,0,0.01,7/3/22,Providence-New Bedford
Static Retargeting | US | 6.22.22,26,0,0.18,7/3/22,Raleigh-Durham (Fayetvlle)
Static Retargeting | US | 6.22.22,695,9,4.28,7/3/22,Richmond-Petersburg
Static Retargeting | US | 6.22.22,2,0,0.0,7/3/22,Roanoke-Lynchburg
Static Retargeting | US | 6.22.22,9,0,0.03,7/3/22,"Rochester, NY"
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,San Angelo
Static Retargeting | US | 6.22.22,6,0,0.06,7/3/22,San Antonio
Static Retargeting | US | 6.22.22,3,0,0.02,7/3/22,San Diego
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Savannah
Static Retargeting | US | 6.22.22,3,0,0.04,7/3/22,Shreveport
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Spokane
Static Retargeting | US | 6.22.22,1,0,0.01,7/3/22,St. Louis
Static Retargeting | US | 6.22.22,25,0,0.14,7/3/22,Syracuse
Static Retargeting | US | 6.22.22,2,0,0.01,7/3/22,Tampa-St. Pete (Sarasota)
Static Retargeting | US | 6.22.22,12,0,0.05,7/3/22,Unknown
Static Retargeting | US | 6.22.22,18,0,0.11,7/3/22,Waco-Temple-Bryan
Static Retargeting | US | 6.22.22,25,0,0.15,7/3/22,"Washington, DC (Hagrstwn)"
Static Retargeting | US | 6.22.22,1,0,0.0,7/3/22,Wausau-Rhinelander
Static Retargeting | US | 6.22.22,7,0,0.06,7/3/22,Wichita-Hutchinson Plus
Static Retargeting | US | 6.22.22,3,0,0.01,7/3/22,Wilkes Barre-Scranton-Hztn
Engagement | New Markets | July 1,4714,51,105.46,7/2/22,Norfolk-Portsmth-Newpt Nws
Engagement | New Markets | July 1,3156,40,68.75,7/2/22,Richmond-Petersburg
Engagement | New Markets | July 1,421,4,9.35,7/2/22,Unknown
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,Abilene-Sweetwater
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Anchorage
Static Retargeting | US | 6.22.22,9,0,0.07,7/2/22,Atlanta
Static Retargeting | US | 6.22.22,3,0,0.02,7/2/22,Austin
Static Retargeting | US | 6.22.22,13,0,0.03,7/2/22,Baltimore
Static Retargeting | US | 6.22.22,7,0,0.07,7/2/22,Baton Rouge
Static Retargeting | US | 6.22.22,3,0,0.0,7/2/22,Beaumont-Port Arthur
Static Retargeting | US | 6.22.22,3,0,0.02,7/2/22,Birmingham (Ann And Tusc)
Static Retargeting | US | 6.22.22,14,0,0.07,7/2/22,Boston (Manchester)
Static Retargeting | US | 6.22.22,6,0,0.02,7/2/22,Buffalo
Static Retargeting | US | 6.22.22,6,0,0.04,7/2/22,Charleston-Huntington
Static Retargeting | US | 6.22.22,124,0,0.69,7/2/22,"Charleston, SC"
Static Retargeting | US | 6.22.22,18,1,0.19,7/2/22,Charlotte
Static Retargeting | US | 6.22.22,23,0,0.15,7/2/22,Chicago
Static Retargeting | US | 6.22.22,6,0,0.04,7/2/22,Cincinnati
Static Retargeting | US | 6.22.22,17,0,0.07,7/2/22,Cleveland-Akron (Canton)
Static Retargeting | US | 6.22.22,3,0,0.02,7/2/22,"Columbia, SC"
Static Retargeting | US | 6.22.22,8,0,0.04,7/2/22,"Columbus, OH"
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Corpus Christi
Static Retargeting | US | 6.22.22,7,0,0.04,7/2/22,Dallas-Ft. Worth
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,Davenport-R.Island-Moline
Static Retargeting | US | 6.22.22,2,0,0.0,7/2/22,Dayton
Static Retargeting | US | 6.22.22,2,0,0.01,7/2/22,Denver
Static Retargeting | US | 6.22.22,61,1,0.37,7/2/22,Des Moines-Ames
Static Retargeting | US | 6.22.22,5,0,0.01,7/2/22,Detroit
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Duluth-Superior
Static Retargeting | US | 6.22.22,3,0,0.0,7/2/22,El Paso (Las Cruces)
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,Ft. Wayne
Static Retargeting | US | 6.22.22,2,0,0.01,7/2/22,Greensboro-H.Point-W.Salem
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Greenville-N.Bern-Washngtn
Static Retargeting | US | 6.22.22,8,0,0.08,7/2/22,Greenvll-Spart-Ashevll-And
Static Retargeting | US | 6.22.22,8,0,0.03,7/2/22,Harlingen-Wslco-Brnsvl-Mca
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Harrisonburg
Static Retargeting | US | 6.22.22,1271,9,8.25,7/2/22,Houston
Static Retargeting | US | 6.22.22,4,0,0.01,7/2/22,Indianapolis
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Kansas City
Static Retargeting | US | 6.22.22,2,0,0.0,7/2/22,"Lafayette, LA"
Static Retargeting | US | 6.22.22,3,0,0.02,7/2/22,Lansing
Static Retargeting | US | 6.22.22,3,0,0.02,7/2/22,Laredo
Static Retargeting | US | 6.22.22,2,0,0.02,7/2/22,Lincoln & Hastings-Krny
Static Retargeting | US | 6.22.22,3,0,0.01,7/2/22,Los Angeles
Static Retargeting | US | 6.22.22,6,0,0.01,7/2/22,Louisville
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,Lubbock
Static Retargeting | US | 6.22.22,3,0,0.01,7/2/22,Madison
Static Retargeting | US | 6.22.22,2,0,0.0,7/2/22,Memphis
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Miami-Ft. Lauderdale
Static Retargeting | US | 6.22.22,13,0,0.03,7/2/22,Milwaukee
Static Retargeting | US | 6.22.22,13,0,0.07,7/2/22,Minneapolis-St. Paul
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,Monroe-El Dorado
Static Retargeting | US | 6.22.22,11,0,0.06,7/2/22,Myrtle Beach-Florence
Static Retargeting | US | 6.22.22,496,1,2.94,7/2/22,New Orleans
Static Retargeting | US | 6.22.22,31,0,0.31,7/2/22,New York
Static Retargeting | US | 6.22.22,703,5,4.54,7/2/22,Norfolk-Portsmth-Newpt Nws
Static Retargeting | US | 6.22.22,2,0,0.05,7/2/22,Oklahoma City
Static Retargeting | US | 6.22.22,4,0,0.04,7/2/22,Omaha
Static Retargeting | US | 6.22.22,4,0,0.0,7/2/22,Orlando-Daytona Bch-Melbrn
Static Retargeting | US | 6.22.22,2,0,0.02,7/2/22,Philadelphia
Static Retargeting | US | 6.22.22,3,0,0.01,7/2/22,Phoenix (Prescott)
Static Retargeting | US | 6.22.22,4,0,0.07,7/2/22,"Portland, OR"
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Providence-New Bedford
Static Retargeting | US | 6.22.22,14,0,0.11,7/2/22,Raleigh-Durham (Fayetvlle)
Static Retargeting | US | 6.22.22,442,6,3.5,7/2/22,Richmond-Petersburg
Static Retargeting | US | 6.22.22,2,0,0.0,7/2/22,Roanoke-Lynchburg
Static Retargeting | US | 6.22.22,4,0,0.0,7/2/22,"Rochester, NY"
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,Sacramnto-Stkton-Modesto
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,San Angelo
Static Retargeting | US | 6.22.22,5,0,0.01,7/2/22,San Antonio
Static Retargeting | US | 6.22.22,1,0,0.01,7/2/22,San Diego
Static Retargeting | US | 6.22.22,4,0,0.04,7/2/22,Savannah
Static Retargeting | US | 6.22.22,4,0,0.04,7/2/22,Shreveport
Static Retargeting | US | 6.22.22,2,0,0.0,7/2/22,St. Louis
Static Retargeting | US | 6.22.22,22,2,0.1,7/2/22,Syracuse
Static Retargeting | US | 6.22.22,2,0,0.01,7/2/22,Tampa-St. Pete (Sarasota)
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,Tyler-Longview(Lfkn&Ncgd)
Static Retargeting | US | 6.22.22,19,0,0.18,7/2/22,Unknown
Static Retargeting | US | 6.22.22,16,0,0.1,7/2/22,Waco-Temple-Bryan
Static Retargeting | US | 6.22.22,25,0,0.11,7/2/22,"Washington, DC (Hagrstwn)"
Static Retargeting | US | 6.22.22,3,0,0.01,7/2/22,Wausau-Rhinelander
Static Retargeting | US | 6.22.22,1,0,0.0,7/2/22,West Palm Beach-Ft. Pierce
Static Retargeting | US | 6.22.22,6,0,0.07,7/2/22,Wichita-Hutchinson Plus
Static Retargeting | US | 6.22.22,8,0,0.04,7/2/22,Wilkes Barre-Scranton-Hztn
Engagement | New Markets | July 1,3034,29,68.87,7/1/22,Norfolk-Portsmth-Newpt Nws
Engagement | New Markets | July 1,2086,18,47.13,7/1/22,Richmond-Petersburg
Engagement | New Markets | July 1,282,3,6.19,7/1/22,Unknown
Static Retargeting | US | 6.22.22,23,0,0.1,7/1/22,Atlanta
Static Retargeting | US | 6.22.22,3,0,0.02,7/1/22,Austin
Static Retargeting | US | 6.22.22,13,0,0.07,7/1/22,Baltimore
Static Retargeting | US | 6.22.22,5,0,0.04,7/1/22,Baton Rouge
Static Retargeting | US | 6.22.22,5,1,0.01,7/1/22,Beaumont-Port Arthur
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Biloxi-Gulfport
Static Retargeting | US | 6.22.22,2,0,0.02,7/1/22,Birmingham (Ann And Tusc)
Static Retargeting | US | 6.22.22,18,0,0.14,7/1/22,Boston (Manchester)
Static Retargeting | US | 6.22.22,4,0,0.01,7/1/22,Buffalo
Static Retargeting | US | 6.22.22,2,0,0.01,7/1/22,Charleston-Huntington
Static Retargeting | US | 6.22.22,173,1,1.18,7/1/22,"Charleston, SC"
Static Retargeting | US | 6.22.22,13,0,0.13,7/1/22,Charlotte
Static Retargeting | US | 6.22.22,32,0,0.24,7/1/22,Chicago
Static Retargeting | US | 6.22.22,10,0,0.04,7/1/22,Cincinnati
Static Retargeting | US | 6.22.22,21,0,0.08,7/1/22,Cleveland-Akron (Canton)
Static Retargeting | US | 6.22.22,3,0,0.03,7/1/22,"Columbia, SC"
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,"Columbus, GA (Opelika, Al)"
Static Retargeting | US | 6.22.22,13,0,0.06,7/1/22,"Columbus, OH"
Static Retargeting | US | 6.22.22,23,0,0.21,7/1/22,Dallas-Ft. Worth
Static Retargeting | US | 6.22.22,2,0,0.0,7/1/22,Denver
Static Retargeting | US | 6.22.22,101,0,0.56,7/1/22,Des Moines-Ames
Static Retargeting | US | 6.22.22,13,0,0.07,7/1/22,Detroit
Static Retargeting | US | 6.22.22,1,0,0.01,7/1/22,Duluth-Superior
Static Retargeting | US | 6.22.22,3,0,0.01,7/1/22,El Paso (Las Cruces)
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Elmira (Corning)
Static Retargeting | US | 6.22.22,3,0,0.02,7/1/22,Erie
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Evansville
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Fargo-Valley City
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Flint-Saginaw-Bay City
Static Retargeting | US | 6.22.22,1,0,0.01,7/1/22,Ft. Myers-Naples
Static Retargeting | US | 6.22.22,4,0,0.02,7/1/22,Ft. Wayne
Static Retargeting | US | 6.22.22,3,0,0.01,7/1/22,Grand Rapids-Kalmzoo-B.Crk
Static Retargeting | US | 6.22.22,2,0,0.0,7/1/22,Greenville-N.Bern-Washngtn
Static Retargeting | US | 6.22.22,10,0,0.1,7/1/22,Greenvll-Spart-Ashevll-And
Static Retargeting | US | 6.22.22,18,0,0.23,7/1/22,Harlingen-Wslco-Brnsvl-Mca
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Harrisburg-Lncstr-Leb-York
Static Retargeting | US | 6.22.22,1,0,0.01,7/1/22,Hattiesburg-Laurel
Static Retargeting | US | 6.22.22,1839,13,14.72,7/1/22,Houston
Static Retargeting | US | 6.22.22,7,0,0.01,7/1/22,Indianapolis
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Jacksonville
Static Retargeting | US | 6.22.22,3,0,0.01,7/1/22,Kansas City
Static Retargeting | US | 6.22.22,2,0,0.01,7/1/22,"Lafayette, LA"
Static Retargeting | US | 6.22.22,2,0,0.01,7/1/22,Lansing
Static Retargeting | US | 6.22.22,5,0,0.03,7/1/22,Laredo
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Lincoln & Hastings-Krny
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Los Angeles
Static Retargeting | US | 6.22.22,4,0,0.0,7/1/22,Louisville
Static Retargeting | US | 6.22.22,5,0,0.01,7/1/22,Madison
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Miami-Ft. Lauderdale
Static Retargeting | US | 6.22.22,16,0,0.07,7/1/22,Milwaukee
Static Retargeting | US | 6.22.22,17,0,0.13,7/1/22,Minneapolis-St. Paul
Static Retargeting | US | 6.22.22,12,0,0.07,7/1/22,Myrtle Beach-Florence
Static Retargeting | US | 6.22.22,605,1,4.09,7/1/22,New Orleans
Static Retargeting | US | 6.22.22,20,0,0.1,7/1/22,New York
Static Retargeting | US | 6.22.22,443,2,2.77,7/1/22,Norfolk-Portsmth-Newpt Nws
Static Retargeting | US | 6.22.22,10,0,0.06,7/1/22,Omaha
Static Retargeting | US | 6.22.22,5,0,0.06,7/1/22,Orlando-Daytona Bch-Melbrn
Static Retargeting | US | 6.22.22,2,0,0.01,7/1/22,Philadelphia
Static Retargeting | US | 6.22.22,3,0,0.01,7/1/22,Phoenix (Prescott)
Static Retargeting | US | 6.22.22,4,0,0.04,7/1/22,"Portland, OR"
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Providence-New Bedford
Static Retargeting | US | 6.22.22,12,0,0.12,7/1/22,Raleigh-Durham (Fayetvlle)
Static Retargeting | US | 6.22.22,378,2,2.74,7/1/22,Richmond-Petersburg
Static Retargeting | US | 6.22.22,2,0,0.02,7/1/22,Roanoke-Lynchburg
Static Retargeting | US | 6.22.22,9,0,0.06,7/1/22,"Rochester, NY"
Static Retargeting | US | 6.22.22,3,0,0.02,7/1/22,Sacramnto-Stkton-Modesto
Static Retargeting | US | 6.22.22,9,0,0.05,7/1/22,San Antonio
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,San Diego
Static Retargeting | US | 6.22.22,2,0,0.01,7/1/22,Savannah
Static Retargeting | US | 6.22.22,3,0,0.02,7/1/22,Shreveport
Static Retargeting | US | 6.22.22,3,0,0.02,7/1/22,Spokane
Static Retargeting | US | 6.22.22,3,0,0.01,7/1/22,St. Louis
Static Retargeting | US | 6.22.22,29,0,0.17,7/1/22,Syracuse
Static Retargeting | US | 6.22.22,3,0,0.02,7/1/22,Tampa-St. Pete (Sarasota)
Static Retargeting | US | 6.22.22,1,0,0.0,7/1/22,Tyler-Longview(Lfkn&Ncgd)
Static Retargeting | US | 6.22.22,14,0,0.22,7/1/22,Unknown
